,district,return_item,total_returns,0-30,30-75,75-150,150-500,500-inf,state,state_fips
13041,13,Real Estate Tax Amt.,176159409,13582407,55123553,63138550,36820569,5908230,GA,13
13042,13,Taxes Paid Ret.,109192,16148,48381,32545,10806,678,GA,13
13043,13,Taxes Paid Amt.,669447778,36242729,184159650,236346706,158830355,51100057,GA,13
13044,13,Interest Paid Ret.,80985,8510,33996,28166,9391,474,GA,13
13045,13,Interest Paid Amt.,550077208,49108294,195364475,200517872,92950759,8234266,GA,13
13046,13,Total Interest Paid Ret.,82550,8765,34679,28549,9560,526,GA,13
13047,13,Total Interest Paid Amt.,594722740,54104060,216862841,212020202,95436731,11883767,GA,13
13048,13,Contribution Ret.,95729,12797,42451,29746,10068,650,GA,13
13049,13,Contribution Amt.,558870878,38751506,186455238,176912519,90045660,66663650,GA,13
13050,13,Prem. Tax Credit Ret.,19621,15015,3908,111,0,0,GA,13
13051,13,Prem. Tax Credit Ret.,61328289,45856394,12321090,322387,0,0,GA,13
13052,13,Adv. Prem. Tax Credit Ret.,21415,15401,4870,467,38,0,GA,13
13053,13,Adv. Prem. Tax Credit Amt.,68867522,47192134,16467062,2244236,149080,0,GA,13
13054,13,F 8888 - Refund Alloc. Ret.,71,10,28,11,0,0,GA,13
13055,13,F 8888 - Refund Alloc. Amt.,26150,3150,7350,7600,0,0,GA,13
13056,14,Return Count,276672,130449,91723,41357,9110,752,GA,13
13057,14,Form 1040EZ,35658,28526,6487,609,0,0,GA,13
13058,14,Form 1040A,64933,38414,22669,3280,0,0,GA,13
13059,14,Form 1040,175883,63405,62534,37447,9096,751,GA,13
13060,14,Joint Returns,113600,23332,44514,35343,8311,668,GA,13
13061,14,Single Returns,104832,71304,27363,3950,562,57,GA,13
13062,14,Paid Preparer Returns,151011,67698,50868,23347,6153,708,GA,13
13063,14,Returns with Exemptions,258323,113373,91625,41351,8844,0,GA,13
13064,14,Total Exemption Amt.,2389442400,901396000,899288000,468092000,99542400,0,GA,13
13065,14,Wages Ret.,238020,107707,83243,37537,8198,640,GA,13
13066,14,Wages Amt.,10286630264,1622876402,3715888618,3345543308,1328824633,254453525,GA,13
13067,14,Taxable Interest Ret.,48196,11761,15329,14144,5399,683,GA,13
13068,14,Taxable Interest Amt.,93220283,7987935,11262134,13287423,14512116,44169809,GA,13
13069,14,Tax Exempt Interest Ret.,4194,666,1039,1244,899,247,GA,13
13070,14,Tax Exempt Interest Amt.,26554888,2345876,3727645,5752824,7875988,6191466,GA,13
13071,14,Taxable Dividends Ret.,27366,5991,7962,8462,3900,545,GA,13
13072,14,Taxable Dividend Amt.,134357327,10197675,21104880,32082875,36098024,31667476,GA,13
13073,14,State Refund Ret.,47281,3169,17352,20643,5632,371,GA,13
13074,14,State Refund Amt.,60692833,2112914,15287069,25316398,11106596,6648994,GA,13
13075,14,Schedule C Prof./Loss Ret.,45741,21929,12897,7443,2003,214,GA,13
13076,14,Schedule C Prof./Loss Amt.,327573756,133067910,67498811,60840293,60812699,20709766,GA,13
13077,14,Capital Gain/Loss Ret.,22988,4880,6234,6855,3688,595,GA,13
13078,14,Capital Gain/Loss Amt.,411690244,5441088,17678801,38679257,77535066,267145766,GA,13
13079,14,Taxable IRA Dist. Ret.,19572,6052,6558,5055,1514,120,GA,13
13080,14,Taxable IRA Dist. Amt.,293398130,41563608,77486686,100559483,60407958,9374401,GA,13
13081,14,Taxable Pension Ret.,46626,14709,17157,11619,2613,121,GA,13
13082,14,Taxable Pension Amt.,947733715,133127325,309587900,359729315,133387503,6738487,GA,13
13083,14,Farm Prof./Loss Ret.,3902,817,1186,1088,423,79,GA,13
13084,14,Farm Prof./Loss Amt.,-41706923,-4860717,-8863246,-8320618,-5464745,-5153496,GA,13
13085,14,Unemployment Comp. Ret.,15212,6340,6957,1739,147,0,GA,13
13086,14,Unemployment Comp. Amt.,24998271,10601600,10326002,3581303,416153,0,GA,13
13087,14,Tax. Soc. Sec. Ret.,32537,6896,15185,8396,1891,156,GA,13
13088,14,Tax. Soc. Sec. Amt.,414100212,16861715,164917152,180007732,47604642,4608989,GA,13
13089,14,Student Interest Ded. Ret.,16891,3339,7319,5918,227,0,GA,13
13090,14,Student Interest Ded. Amt.,17423635,2807532,7508943,6971746,47208,0,GA,13
13091,14,S.E. Health Ded. Ret.,4399,1166,1224,858,772,233,GA,13
13092,14,S.E. Health Ded. Amt.,27887897,3812680,5970340,6082838,8284451,3102775,GA,13
13093,14,Keogh Pay. Ret.,518,0,61,138,233,64,GA,13
13094,14,Keogh Pay. Amt.,11290633,0,451070,1740158,6462705,2509434,GA,13
13095,14,Alimony Paid Ret.,551,249,241,46,0,0,GA,13
13096,14,Alimony Paid Amt.,8863602,2183281,4141864,1855894,0,0,GA,13
13097,14,Adjustments Ret.,60763,22825,19373,14047,3400,484,GA,13
13098,14,Adjustments Amt.,164906077,25488139,36012334,35081415,30335333,35741150,GA,13
13099,14,Total Itemized Ded. Ret.,71790,7620,27037,27397,8430,722,GA,13
13100,14,Total Itemized Ded. Amt.,1654985104,114578890,443799898,576410918,300700130,206622142,GA,13
13101,14,Child Tax Credit Ret.,56039,9556,31341,14969,158,0,GA,13
13102,14,Child Tax Credit Amt.,65892045,4087142,38143219,23529448,126150,0,GA,13
13103,14,Child Care Cred. Ret.,12692,1838,5673,4395,766,0,GA,13
13104,14,Child Care Cred. Amt.,6220878,730019,2932258,2192762,355092,0,GA,13
13105,14,Ed Credit Ret.,17716,4356,7592,5170,554,0,GA,13
13106,14,Ed. Credit Amt.,18749030,2621880,8457946,7019359,634176,0,GA,13
13107,14,For. Tax Credit Ret.,5056,300,1301,1801,1277,299,GA,13
13108,14,For. Tax Credit Amt.,2409777,11576,98880,254639,994080,1048157,GA,13
13109,14,Gen. Bus. Cred. Ret.,268,0,39,66,84,72,GA,13
13110,14,Gen. Bus. Cred. Amt.,2579163,0,51457,237800,382110,1902490,GA,13
13111,14,Total Stat. Credit Ret.,92017,23158,45009,20474,2977,376,GA,13
13112,14,Total Stat. Credit Amt.,103216880,9270147,53276232,34504311,2931507,3223633,GA,13
13113,14,S.E. Tax  Ret.,33488,17676,8399,5059,1693,276,GA,13
13114,14,S.E. Tax  Amt.,70873126,25361686,17920360,13672346,9938399,3243874,GA,13
13115,14,Add. Tax Retir. Plan,11587,2543,4978,3282,729,0,GA,13
13116,14,Tax Retir. Plan Amt.,10365836,718716,3041839,4049213,2387614,0,GA,13
13117,14,Hlth. 12 mnth. Cvg. Count,209460,80567,77754,39231,8841,730,GA,13
13118,14,Hlth. Shrd. Resp. Pay. Ret.,15131,7597,6636,795,93,0,GA,13
13119,14,Hlth. Shrd. Resp. Pay. Amt.,6945379,2403532,3398537,901314,221857,0,GA,13
13120,14,Income Tax Ret.,201438,60593,89504,41268,9102,752,GA,13
13121,14,Income Tax Amt.,1417664407,46760374,310783984,450058520,331723235,278115549,GA,13
13122,14,Total Tax Ret.,195798,65163,79055,41083,9103,751,GA,13
13123,14,Total Tax Amt.,1416841999,66345538,282817187,434824030,344281144,287569773,GA,13
13124,14,Withholding Ret.,247893,108697,88568,40452,8665,656,GA,13
13125,14,Withholding Amt.,1322945244,121999230,392929068,462241493,258239629,85161540,GA,13
13126,14,Alt. Min. Ret.,2664,0,51,307,2016,274,GA,13
13127,14,Alt. Min. Tax Amt.,12865216,0,74550,670694,8295424,3664347,GA,13
13128,14,Est. Tax Pay. Ret.,8447,1165,2423,2504,1789,448,GA,13
13129,14,Est. Tax Pay. Amt.,220926908,2516148,10371833,20223926,54206624,132759575,GA,13
13130,14,EITC Ret.,72732,55430,16996,0,0,0,GA,13
13131,14,EITC Amt.,192165348,162456156,29387009,0,0,0,GA,13
13132,14,Total Payments Ret.,264848,122217,90356,41017,9016,740,GA,13
13133,14,Total Payments Amt.,1920645153,349483061,465440702,488939757,322944053,289574965,GA,13
13134,14,Refund Ret.,224521,115218,74843,28361,4393,351,GA,13
13135,14,Refund Amt.,-678323535,-290948853,-211162507,-93967755,-31798913,-46717360,GA,13
13136,14,Balance Due Ret.,45686,10559,16663,12935,4700,392,GA,13
13137,14,Balance Due Amt.,178028468,8965585,29676320,40145370,53551933,45216820,GA,13
13138,14,Med./Dent. Exp. Ret.,17400,4502,8215,3829,281,0,GA,13
13139,14,Med./Dent. Exp. Amt.,140505802,36932757,61723748,32040133,3123576,0,GA,13
13140,14,State and Loc. Tax Ret.,71802,7625,27038,27397,8430,722,GA,13
13141,14,State and Loc. Tax Amt.,342112348,8861612,61849814,132595826,88935608,48944741,GA,13
13142,14,Real Estate Tax Ret.,62120,5042,22173,25692,8075,680,GA,13
13143,14,Real Estate Tax Amt.,131697341,8000581,35116927,53175871,27508915,6149106,GA,13
13144,14,Taxes Paid Ret.,71551,7499,26970,27388,8428,722,GA,13
13145,14,Taxes Paid Amt.,502924180,19073827,105568502,198546430,121005906,55835451,GA,13
13146,14,Interest Paid Ret.,55450,4129,20164,23519,6875,425,GA,13
13147,14,Interest Paid Amt.,347730462,22255240,105623632,150161245,60481648,6210858,GA,13
13148,14,Total Interest Paid Ret.,56987,4297,20729,23947,7117,524,GA,13
13149,14,Total Interest Paid Amt.,381541686,24651110,117369858,159179217,64046084,12710583,GA,13
13150,14,Contribution Ret.,59584,5499,21511,24063,7806,481,GA,13
13151,14,Contribution Amt.,461405047,16257563,80505505,120473419,92214230,42873872,GA,13
13152,14,Prem. Tax Credit Ret.,12225,8096,3353,162,0,0,GA,13
13153,14,Prem. Tax Credit Ret.,50192072,33143860,12899097,501263,0,0,GA,13
13154,14,Adv. Prem. Tax Credit Ret.,13297,8252,3889,472,46,0,GA,13
13155,14,Adv. Prem. Tax Credit Amt.,55934979,33959663,16258662,1923863,150584,0,GA,13
13156,14,F 8888 - Refund Alloc. Ret.,26,0,0,0,0,0,GA,13
13157,14,F 8888 - Refund Alloc. Amt.,8150,0,0,0,0,0,GA,13
13158,1,Return Count,350200,127684,119632,70352,24948,1975,HI,15
13159,1,Form 1040EZ,47230,30612,15364,1119,0,0,HI,15
13160,1,Form 1040A,72942,36898,29650,5517,0,0,HI,15
13161,1,Form 1040,227532,59170,74415,63606,24875,1966,HI,15
13162,1,Joint Returns,127972,16978,38681,48483,21096,1600,HI,15
13163,1,Single Returns,180027,93375,62900,17041,3062,277,HI,15
13164,1,Paid Preparer Returns,192539,66510,62965,41152,16492,1730,HI,15
13165,1,Returns with Exemptions,328637,109548,119394,70333,24069,0,HI,15
13166,1,Total Exemption Amt.,2519102140,671643950,885228000,685152000,247998240,0,HI,15
13167,1,Wages Ret.,285190,99115,102691,59336,21406,1600,HI,15
13168,1,Wages Amt.,15766036278,1517961553,4669143336,5337583249,3480547466,732824303,HI,15
13169,1,Taxable Interest Ret.,124315,23115,38875,40113,19040,1841,HI,15
13170,1,Taxable Interest Amt.,159972283,10520065,21780625,31261417,31982579,57040745,HI,15
13171,1,Tax Exempt Interest Ret.,16432,1888,4049,5499,4051,752,HI,15
13172,1,Tax Exempt Interest Amt.,106498338,6280223,14019759,23848005,29766158,29821918,HI,15
13173,1,Taxable Dividends Ret.,78422,12816,22387,25931,14718,1596,HI,15
13174,1,Taxable Dividend Amt.,462272989,21507296,55476503,103740467,145401087,131070606,HI,15
13175,1,State Refund Ret.,65560,3580,19061,29551,12362,851,HI,15
13176,1,State Refund Amt.,113307290,2627094,19054581,41657468,28251842,21306432,HI,15
13177,1,Schedule C Prof./Loss Ret.,47809,14695,13461,11704,5915,645,HI,15
13178,1,Schedule C Prof./Loss Amt.,891375914,106233249,138346792,184479003,331557232,144879677,HI,15
13179,1,Capital Gain/Loss Ret.,64888,9984,17269,21127,13404,1638,HI,15
13180,1,Capital Gain/Loss Amt.,1119862771,9876082,41561622,117382091,324865899,607006696,HI,15
13181,1,Taxable IRA Dist. Ret.,35277,7284,10566,11684,5060,392,HI,15
13182,1,Taxable IRA Dist. Amt.,563079916,42784970,110273916,205708577,170788951,29864268,HI,15
13183,1,Taxable Pension Ret.,73572,17412,23682,22548,8962,538,HI,15
13184,1,Taxable Pension Amt.,2152091316,177082064,568027804,867754923,489783264,42708170,HI,15
13185,1,Farm Prof./Loss Ret.,324,96,56,79,46,25,HI,15
13186,1,Farm Prof./Loss Amt.,-5592256,374955,61963,-177769,-385764,-5171615,HI,15
13187,1,Unemployment Comp. Ret.,10056,2600,4065,2856,486,0,HI,15
13188,1,Unemployment Comp. Amt.,50475837,11690561,21624887,14240442,2629594,0,HI,15
13189,1,Tax. Soc. Sec. Ret.,51995,7156,20753,17259,6229,567,HI,15
13190,1,Tax. Soc. Sec. Amt.,804135563,18840015,236340591,364945475,166480639,17172018,HI,15
13191,1,Student Interest Ded. Ret.,24167,5460,11732,6358,429,0,HI,15
13192,1,Student Interest Ded. Amt.,25244065,5156528,12580721,7188125,92244,0,HI,15
13193,1,S.E. Health Ded. Ret.,8744,1922,2270,1952,1898,417,HI,15
13194,1,S.E. Health Ded. Amt.,56259542,8184422,12208579,12478826,17120058,4704586,HI,15
13195,1,Keogh Pay. Ret.,3089,127,433,859,1376,281,HI,15
13196,1,Keogh Pay. Amt.,71140768,651269,4533774,11844459,40083334,13604786,HI,15
13197,1,Alimony Paid Ret.,487,218,179,68,0,0,HI,15
13198,1,Alimony Paid Amt.,8342149,1876212,3326078,1983807,0,0,HI,15
13199,1,Adjustments Ret.,76880,20608,27007,19439,7809,1015,HI,15
13200,1,Adjustments Amt.,307645453,35162600,68355989,72959923,91977959,32672006,HI,15
13201,1,Total Itemized Ded. Ret.,107167,8418,30243,43585,22155,1879,HI,15
13202,1,Total Itemized Ded. Amt.,2879640834,136640669,528408314,1019667680,835939576,333419027,HI,15
13203,1,Child Tax Credit Ret.,49698,5263,25304,18781,337,0,HI,15
13204,1,Child Tax Credit Amt.,62260668,2541079,31548422,27907511,260500,0,HI,15
13205,1,Child Care Cred. Ret.,16241,979,5258,6940,2939,102,HI,15
13206,1,Child Care Cred. Amt.,8547013,393877,2715664,3773129,1594628,54281,HI,15
13207,1,Ed Credit Ret.,22069,5424,9102,6426,1054,0,HI,15
13208,1,Ed. Credit Amt.,24443856,3657230,10239768,9258456,1273190,0,HI,15
13209,1,For. Tax Credit Ret.,22590,1139,5602,8428,6254,988,HI,15
13210,1,For. Tax Credit Amt.,26752726,82321,712664,1737730,5772538,18433299,HI,15
13211,1,Gen. Bus. Cred. Ret.,1182,19,206,384,373,188,HI,15
13212,1,Gen. Bus. Cred. Amt.,11989482,14516,287831,1005303,2846366,7796738,HI,15
13213,1,Total Stat. Credit Ret.,113281,23289,44656,32719,11073,1242,HI,15
13214,1,Total Stat. Credit Amt.,172091287,9122164,53667082,58791417,22286860,28148988,HI,15
13215,1,S.E. Tax  Ret.,36321,12334,9390,8207,5083,779,HI,15
13216,1,S.E. Tax  Amt.,130509275,18213441,25650100,32141625,41231361,12033574,HI,15
13217,1,Add. Tax Retir. Plan,9074,1530,3347,2977,1127,0,HI,15
13218,1,Tax Retir. Plan Amt.,10327296,510511,2463613,3841031,3280103,0,HI,15
13219,1,Hlth. 12 mnth. Cvg. Count,304398,97535,110835,66626,24084,1925,HI,15
13220,1,Hlth. Shrd. Resp. Pay. Ret.,6052,3412,2117,432,80,0,HI,15
13221,1,Hlth. Shrd. Resp. Pay. Amt.,2504406,889881,926032,467751,193631,0,HI,15
13222,1,Income Tax Ret.,282817,68233,117634,70029,24927,1974,HI,15
13223,1,Income Tax Amt.,2965664852,64082429,494650934,847862028,933498351,625451552,HI,15
13224,1,Total Tax Ret.,273018,67622,108488,69399,24917,1975,HI,15
13225,1,Total Tax Amt.,2983498175,74899179,470674582,826315757,966424131,643639341,HI,15
13226,1,Withholding Ret.,315665,105487,115367,68360,23612,1697,HI,15
13227,1,Withholding Amt.,2459677143,138577359,591053248,816062111,692402116,218061435,HI,15
13228,1,Alt. Min. Ret.,8594,0,63,526,6966,1006,HI,15
13229,1,Alt. Min. Tax Amt.,56388423,0,154853,1428208,34186908,20483747,HI,15
13230,1,Est. Tax Pay. Ret.,32054,3184,7794,10926,8418,1421,HI,15
13231,1,Est. Tax Pay. Amt.,697786830,8235842,34988130,87841242,230520176,330270038,HI,15
13232,1,EITC Ret.,48790,35962,12330,0,0,0,HI,15
13233,1,EITC Amt.,102028513,81970886,19587397,0,0,0,HI,15
13234,1,Total Payments Ret.,331397,114611,118043,69862,24786,1960,HI,15
13235,1,Total Payments Amt.,3533553606,260390265,671999878,925005777,975477555,684903172,HI,15
13236,1,Refund Ret.,265817,105899,96194,47131,13444,1232,HI,15
13237,1,Refund Amt.,-850548875,-195547477,-239551930,-170171904,-114723750,-115955469,HI,15
13238,1,Balance Due Ret.,70806,12284,22977,23048,11420,738,HI,15
13239,1,Balance Due Amt.,304480597,10800368,38623803,72382655,106808271,75310453,HI,15
13240,1,Med./Dent. Exp. Ret.,16182,4564,6549,3696,766,0,HI,15
13241,1,Med./Dent. Exp. Amt.,203221944,49709361,71572143,52923377,20764608,0,HI,15
13242,1,State and Loc. Tax Ret.,107427,8501,30257,43587,22155,1879,HI,15
13243,1,State and Loc. Tax Amt.,882204606,10135283,85915241,262841877,318181123,200827661,HI,15
13244,1,Real Estate Tax Ret.,81406,4592,20150,34794,19510,1741,HI,15
13245,1,Real Estate Tax Amt.,201692719,10900549,35516425,72411617,63807688,16293104,HI,15
13246,1,Taxes Paid Ret.,106495,8126,30046,43495,22148,1878,HI,15
13247,1,Taxes Paid Amt.,1102600481,22510344,126909236,341657964,386761169,217526742,HI,15
13248,1,Interest Paid Ret.,73855,3663,18453,32636,17309,1284,HI,15
13249,1,Interest Paid Amt.,953435169,36798231,187344992,412005378,278474608,30219554,HI,15
13250,1,Total Interest Paid Ret.,76551,3874,19170,33562,17931,1465,HI,15
13251,1,Total Interest Paid Amt.,1020956885,39614190,202934843,432963625,291589974,44294396,HI,15
13252,1,Contribution Ret.,85704,5201,23226,36035,19532,1697,HI,15
13253,1,Contribution Amt.,358143020,9199576,56388403,107005687,97119937,88405580,HI,15
13254,1,Prem. Tax Credit Ret.,1528,1051,336,0,0,0,HI,15
13255,1,Prem. Tax Credit Ret.,4252578,2946939,859252,0,0,0,HI,15
13256,1,Adv. Prem. Tax Credit Ret.,1477,924,436,25,0,0,HI,15
13257,1,Adv. Prem. Tax Credit Amt.,3884876,2460189,1076836,51772,0,0,HI,15
13258,1,F 8888 - Refund Alloc. Ret.,118,15,60,0,0,0,HI,15
13259,1,F 8888 - Refund Alloc. Amt.,72850,6350,29850,0,0,0,HI,15
13260,2,Return Count,320086,131132,108191,56141,17172,1283,HI,15
13261,2,Form 1040EZ,47443,32711,13843,748,0,0,HI,15
13262,2,Form 1040A,68658,36253,26837,4713,0,0,HI,15
13263,2,Form 1040,203468,61860,67467,50647,17142,1277,HI,15
13264,2,Joint Returns,118174,19350,39233,42027,14735,1044,HI,15
13265,2,Single Returns,155477,89899,49265,10329,1891,190,HI,15
13266,2,Paid Preparer Returns,167508,60566,55958,33881,12080,1169,HI,15
13267,2,Returns with Exemptions,303717,116969,108033,56136,16634,0,HI,15
13268,2,Total Exemption Amt.,2441439040,771572000,880648000,582040000,171451040,0,HI,15
13269,2,Wages Ret.,259669,101621,93863,47650,14416,959,HI,15
13270,2,Wages Amt.,12685200618,1549717610,4162520555,4163555966,2212422604,569557998,HI,15
13271,2,Taxable Interest Ret.,94296,20648,29604,28608,12260,1162,HI,15
13272,2,Taxable Interest Amt.,119416847,11596288,19373198,26314579,29458917,27065011,HI,15
13273,2,Tax Exempt Interest Ret.,11131,1528,2780,3626,2442,458,HI,15
13274,2,Tax Exempt Interest Amt.,79619303,5736444,12763047,16870987,21021118,19812253,HI,15
13275,2,Taxable Dividends Ret.,55294,10809,15864,17417,8912,946,HI,15
13276,2,Taxable Dividend Amt.,348516640,21553786,44903147,73839731,94630826,106039804,HI,15
13277,2,State Refund Ret.,54093,3436,17286,23906,8617,558,HI,15
13278,2,State Refund Amt.,88991778,2720831,18459890,35372634,21040100,9825513,HI,15
13279,2,Schedule C Prof./Loss Ret.,52998,18663,15267,11685,4604,417,HI,15
13280,2,Schedule C Prof./Loss Amt.,763559945,131795802,160260285,191552219,225963233,69053130,HI,15
13281,2,Capital Gain/Loss Ret.,47281,8918,12660,14334,8480,1022,HI,15
13282,2,Capital Gain/Loss Amt.,973115492,9800306,37682867,96439269,260468690,557421551,HI,15
13283,2,Taxable IRA Dist. Ret.,27532,6340,8509,8644,3373,233,HI,15
13284,2,Taxable IRA Dist. Amt.,457248186,38804861,94619533,165150719,138181477,14526959,HI,15
13285,2,Taxable Pension Ret.,63127,17741,20793,17563,6023,314,HI,15
13286,2,Taxable Pension Amt.,1688229253,174157708,465263092,668517852,348116718,23003479,HI,15
13287,2,Farm Prof./Loss Ret.,4851,1441,1379,1091,489,71,HI,15
13288,2,Farm Prof./Loss Amt.,-13861692,2169421,-1103415,-1196235,448881,-3924977,HI,15
13289,2,Unemployment Comp. Ret.,13158,4169,5564,2964,407,0,HI,15
13290,2,Unemployment Comp. Amt.,65455869,18387976,29502754,15061882,2207787,0,HI,15
13291,2,Tax. Soc. Sec. Ret.,44486,7016,18605,13935,4521,381,HI,15
13292,2,Tax. Soc. Sec. Amt.,645094849,18133831,209223642,292551296,114748703,10180439,HI,15
13293,2,Student Interest Ded. Ret.,20293,5070,9294,5422,294,0,HI,15
13294,2,Student Interest Ded. Amt.,20933082,4447359,9959949,6210626,70763,0,HI,15
13295,2,S.E. Health Ded. Ret.,10408,2727,2881,2278,1751,314,HI,15
13296,2,S.E. Health Ded. Amt.,60178937,10295915,14451289,14739171,15127716,3571604,HI,15
13297,2,Keogh Pay. Ret.,2243,151,378,725,848,130,HI,15
13298,2,Keogh Pay. Amt.,47060944,844505,4230871,11017126,23676959,7208152,HI,15
13299,2,Alimony Paid Ret.,461,198,176,58,0,0,HI,15
13300,2,Alimony Paid Amt.,10790815,2079846,3977972,2183121,0,0,HI,15
13301,2,Adjustments Ret.,74615,23248,25382,17735,6128,673,HI,15
13302,2,Adjustments Amt.,280324656,39305204,67921194,72473149,69159853,25836621,HI,15
13303,2,Total Itemized Ded. Ret.,88889,8577,27322,35093,15241,1209,HI,15
13304,2,Total Itemized Ded. Amt.,2314271951,141659431,492307428,827728311,581469850,229457645,HI,15
13305,2,Child Tax Credit Ret.,52037,7206,28077,16434,299,0,HI,15
13306,2,Child Tax Credit Amt.,65297136,3473365,35224750,26351751,238900,0,HI,15
13307,2,Child Care Cred. Ret.,12448,1174,4807,4835,1576,45,HI,15
13308,2,Child Care Cred. Amt.,6301767,484684,2394490,2540264,844504,30862,HI,15
13309,2,Ed Credit Ret.,15661,3427,6485,4975,745,0,HI,15
13310,2,Ed. Credit Amt.,17085935,2069524,7128959,7010511,869500,0,HI,15
13311,2,For. Tax Credit Ret.,14111,825,3867,5154,3590,548,HI,15
13312,2,For. Tax Credit Amt.,9916202,42512,417943,930142,3153843,5367001,HI,15
13313,2,Gen. Bus. Cred. Ret.,1002,19,156,287,355,169,HI,15
13314,2,Gen. Bus. Cred. Amt.,11093432,12933,327750,1067845,2998188,6670053,HI,15
